datasetID	Species	SeqType	GeneSymbol	CellTissue	Description	Source	MainAccession	SubAccession	Assembly	CitationForShort	Citation	PubMedID	Title
SBDH178	Homo sapiens	iCLIP	MOV10	HEK293F	C5 experiment, SAP, FMRP, Bethyl	GEO	GSE51443	GSM1245898	hg19	Kenny PJ, et al. Cell Rep. 2014	Kenny PJ, Zhou H, Kim M, Skariah G, Khetani RS, Drnevich J, Arcila ML, Kosik KS, Ceman S. MOV10 and FMRP Regulate AGO2 Association with MicroRNA Recognition Elements. Cell Rep. 2014 Dec 11;9(5):1729-41.	25464849	MOV10 and FMRP Regulate AGO2 Association with MicroRNA Recognition Elements
SBDH179	Homo sapiens	iCLIP	MOV10	HEK293F	C7 experiment, SAP, FMRP, Bethyl	GEO	GSE51443	GSM1245900	hg19	Kenny PJ, et al. Cell Rep. 2014	Kenny PJ, Zhou H, Kim M, Skariah G, Khetani RS, Drnevich J, Arcila ML, Kosik KS, Ceman S. MOV10 and FMRP Regulate AGO2 Association with MicroRNA Recognition Elements. Cell Rep. 2014 Dec 11;9(5):1729-41.	25464849	MOV10 and FMRP Regulate AGO2 Association with MicroRNA Recognition Elements
SBDH180	Homo sapiens	HITS-CLIP	AGO2	motor-cortex	grey matter, 44yrs, male, upper band, mRNA library, cDNA	GEO	GSE52082	GSE52082	hg19	Boudreau RL, et al. Neuron 2014	Boudreau RL, Jiang P, Gilmore BL, Spengler RM et al. Transcriptome-wide discovery of microRNA binding sites in human brain. Neuron 2014 Jan 22;81(2):294-305	24389009	Transcriptome-wide discovery of microRNA binding sites in human brain
SBDH181	Homo sapiens	PAR-CLIP	HNRNPD	HEK293	Flag - AUF1 p37, RNase T1, 4-SU with 365nm II	GEO	GSE52971	GSM1279664	hg19	Yoon JH, et al. Nat Commun 2014	Yoon JH, De S, Srikantan S, Abdelmohsen K et al. PAR-CLIP analysis uncovers AUF1 impact on target RNA fate and genome integrity. Nat Commun 2014 Nov 4;5:5248.	25366541	PAR-CLIP analysis uncovers AUF1 impact on target RNA fate and genome integrity
SBDH182	Homo sapiens	PAR-CLIP	HNRNPD	HEK293	Flag - AUF1 p40, RNase T1, 4-SU with 365nm II	GEO	GSE52971	GSM1279665	hg19	Yoon JH, et al. Nat Commun 2014	Yoon JH, De S, Srikantan S, Abdelmohsen K et al. PAR-CLIP analysis uncovers AUF1 impact on target RNA fate and genome integrity. Nat Commun 2014 Nov 4;5:5248.	25366541	PAR-CLIP analysis uncovers AUF1 impact on target RNA fate and genome integrity
SBDH183	Homo sapiens	PAR-CLIP	HNRNPD	HEK293	Flag - AUF1 p42, RNase T1, 4-SU with 365nm II	GEO	GSE52971	GSM1279666	hg19	Yoon JH, et al. Nat Commun 2014	Yoon JH, De S, Srikantan S, Abdelmohsen K et al. PAR-CLIP analysis uncovers AUF1 impact on target RNA fate and genome integrity. Nat Commun 2014 Nov 4;5:5248.	25366541	PAR-CLIP analysis uncovers AUF1 impact on target RNA fate and genome integrity
SBDH184	Homo sapiens	PAR-CLIP	HNRNPD	HEK293	Flag - AUF1 p45, RNase T1, 4-SU with 365nm II	GEO	GSE52971	GSM1279667	hg19	Yoon JH, et al. Nat Commun 2014	Yoon JH, De S, Srikantan S, Abdelmohsen K et al. PAR-CLIP analysis uncovers AUF1 impact on target RNA fate and genome integrity. Nat Commun 2014 Nov 4;5:5248.	25366541	PAR-CLIP analysis uncovers AUF1 impact on target RNA fate and genome integrity
SBDH185	Homo sapiens	PAR-CLIP	ZFP36	HEK293	4-thiouridine and RNase T1	GEO	GSE53184	GSM1286117	hg19	Mukherjee N, et al. Genome Biol 2014	Mukherjee N, Jacobs NC, Hafner M, Kennington EA et al. Global target mRNA specification and regulation by the RNA-binding protein ZFP36. Genome Biol 2014 Jan 8;15(1):R12	24401661	Global target mRNA specification and regulation by the RNA-binding protein ZFP36
SBDH186	Homo sapiens	PAR-CLIP	DICER1	HEK293	FLAG/HA-tagged	GEO	GSE55324	GSE55324	hg19	Rybak-Wolf A, et al. Cell 2014	Rybak-Wolf A, Jens M, Murakawa Y, Herzog M et al. A Variety of Dicer Substrates in Human and C. elegans. Cell 2014 Nov 20;159(5):1153-67. 	25416952	A Variety of Dicer Substrates in Human and C. elegans
SBDH187	Homo sapiens	PAR-CLIP	DICER1	HEK293	FLAG/HA-tagged, repeat1	GEO	GSE55324	GSM1334287	hg19	Rybak-Wolf A, et al. Cell 2014	Rybak-Wolf A, Jens M, Murakawa Y, Herzog M et al. A Variety of Dicer Substrates in Human and C. elegans. Cell 2014 Nov 20;159(5):1153-67. 	25416952	A Variety of Dicer Substrates in Human and C. elegans
SBDH188	Homo sapiens	PAR-CLIP	DICER1	HEK293	FLAG/HA-tagged, repeat2	GEO	GSE55324	GSM1334288	hg19	Rybak-Wolf A, et al. Cell 2014	Rybak-Wolf A, Jens M, Murakawa Y, Herzog M et al. A Variety of Dicer Substrates in Human and C. elegans. Cell 2014 Nov 20;159(5):1153-67. 	25416952	A Variety of Dicer Substrates in Human and C. elegans
SBDH189	Homo sapiens	PAR-CLIP	DICER1	HEK293	FLAG/HA-tagged, repeat3	GEO	GSE55324	GSM1334289	hg19	Rybak-Wolf A, et al. Cell 2014	Rybak-Wolf A, Jens M, Murakawa Y, Herzog M et al. A Variety of Dicer Substrates in Human and C. elegans. Cell 2014 Nov 20;159(5):1153-67. 	25416952	A Variety of Dicer Substrates in Human and C. elegans
SBDH190	Homo sapiens	HITS-CLIP	ADAR	U87MG	Glioblastoma (Astrocytoma) cells, mouse monoclonal	GEO	GSE55361	GSE55361	hg19	Bahn JH, et al. Nat Commun 2015	Bahn JH, Ahn J, Lin X, Zhang Q et al. Genomic analysis of ADAR1 binding and its involvement in multiple RNA processing pathways. Nat Commun 2015 Mar 9;6:6355.	25751603	Genomic analysis of ADAR1 binding and its involvement in multiple RNA processing pathways
SBDH191	Homo sapiens	PAR-CLIP	HNRNPC	HEK293T	wild type, MeRIP, IP	GEO	GSE56010	GSE56010	hg19	Liu N, et al. Nature 2015	Liu N, Dai Q, Zheng G, He C et al. N(6)-methyladenosine-dependent RNA structural switches regulate RNA-protein interactions. Nature 2015 Feb 26;518(7540):560-4.	25719671	N(6)-methyladenosine-dependent RNA structural switches regulate RNA-protein interactions
SBDH192	Homo sapiens	PAR-CLIP	AGO2	HEK293T	No Dicer, untransfected	GEO	GSE56836	GSM1370382	hg19	Bogerd HP, et al. RNA 2014	Bogerd HP, Whisnant AW, Kennedy EM, Flores O et al. Derivation and characterization of Dicer- and microRNA-deficient human cells. RNA 2014 Jun;20(6):923-37	24757167	Derivation and characterization of Dicer- and microRNA-deficient human cells
SBDH193	Homo sapiens	PAR-CLIP	AGO2	HEK293T	No Dicer, hsa-miR-155 transfected	GEO	GSE56836	GSM1370383	hg19	Bogerd HP, et al. RNA 2014	Bogerd HP, Whisnant AW, Kennedy EM, Flores O et al. Derivation and characterization of Dicer- and microRNA-deficient human cells. RNA 2014 Jun;20(6):923-37	24757167	Derivation and characterization of Dicer- and microRNA-deficient human cells
SBDH194	Homo sapiens	PAR-CLIP	AGO2	HEK293T	No Dicer, kshv-miR-K12-11 transfected	GEO	GSE56836	GSM1370384	hg19	Bogerd HP, et al. RNA 2014	Bogerd HP, Whisnant AW, Kennedy EM, Flores O et al. Derivation and characterization of Dicer- and microRNA-deficient human cells. RNA 2014 Jun;20(6):923-37	24757167	Derivation and characterization of Dicer- and microRNA-deficient human cells
SBDH195	Homo sapiens	PAR-CLIP	AGO2	HEK293T	No Dicer, hsa-miR-92a transfected	GEO	GSE56836	GSM1370385	hg19	Bogerd HP, et al. RNA 2014	Bogerd HP, Whisnant AW, Kennedy EM, Flores O et al. Derivation and characterization of Dicer- and microRNA-deficient human cells. RNA 2014 Jun;20(6):923-37	24757167	Derivation and characterization of Dicer- and microRNA-deficient human cells
SBDH196	Homo sapiens	HITS-CLIP	AGO1-4	BT474	DMEM medium	GEO	GSE57855	GSE57855	hg19	Pillai MM, et al. Breast Cancer Res Treat 2014	Pillai MM, Gillen AE, Yamamoto TM, Kline E et al. HITS-CLIP reveals key regulators of nuclear receptor signaling in breast cancer. Breast Cancer Res Treat 2014 Jul;146(1):85-97	24906430	HITS-CLIP reveals key regulators of nuclear receptor signaling in breast cancer
SBDH197	Homo sapiens	HITS-CLIP	AGO1-4	MCF7	DMEM medium	GEO	GSE57855	GSE57855	hg19	Pillai MM, et al. Breast Cancer Res Treat 2014	Pillai MM, Gillen AE, Yamamoto TM, Kline E et al. HITS-CLIP reveals key regulators of nuclear receptor signaling in breast cancer. Breast Cancer Res Treat 2014 Jul;146(1):85-97	24906430	HITS-CLIP reveals key regulators of nuclear receptor signaling in breast cancer
SBDH198	Homo sapiens	HITS-CLIP	AGO1-4	MDA-MB-231	DMEM medium	GEO	GSE57855	GSE57855	hg19	Pillai MM, et al. Breast Cancer Res Treat 2014	Pillai MM, Gillen AE, Yamamoto TM, Kline E et al. HITS-CLIP reveals key regulators of nuclear receptor signaling in breast cancer. Breast Cancer Res Treat 2014 Jul;146(1):85-97	24906430	HITS-CLIP reveals key regulators of nuclear receptor signaling in breast cancer
SBDH199	Homo sapiens	PAR-CLIP	YTHDC1	HeLa	C-terminal flag-tagged, 24h,4SU, RNase T1, repeat1	GEO	GSE58352	GSM1408140	hg19	Xu C, et al. Nat Chem Biol 2014	Xu C, Wang X, Liu K, Roundtree IA et al. Structural basis for selective binding of m6A RNA by the YTHDC1 YTH domain. Nat Chem Biol 2014 Nov;10(11):927-9. 	25242552	Structural basis for selective binding of m6A RNA by the YTHDC1 YTH domain
SBDH200	Homo sapiens	PAR-CLIP	YTHDC1	HeLa	C-terminal flag-tagged, 24h,4SU, RNase T1, repeat2	GEO	GSE58352	GSM1408141	hg19	Xu C, et al. Nat Chem Biol 2014	Xu C, Wang X, Liu K, Roundtree IA et al. Structural basis for selective binding of m6A RNA by the YTHDC1 YTH domain. Nat Chem Biol 2014 Nov;10(11):927-9. 	25242552	Structural basis for selective binding of m6A RNA by the YTHDC1 YTH domain
SBDH201	Homo sapiens	HITS-CLIP	RBM47	MDA-MB-231	derivative, doxycycline	GEO	GSE58380	GSE58380	hg18	Vanharanta S, et al. Elife (Cambridge) 2014	Vanharanta S, Marney CB, Shu W, Valiente M et al. Loss of the multifunctional RNA-binding protein RBM47 as a source of selectable metastatic traits in breast cancer. Elife (Cambridge) 2014 Jun 4;:e02734	24898756	Loss of the multifunctional RNA-binding protein RBM47 as a source of selectable metastatic traits in breast cancer
SBDH202	Homo sapiens	HITS-CLIP	METTL3	HeLa	DMEM-based media, rep 1	GEO	GSE60212	GSM1467738	hg19	Alarcón CR, et al. Nature. 2015	Alarcón CR, Lee H, Goodarzi H, Halberg N, Tavazoie SF. N6-methyladenosine marks primary microRNAs for processing. Nature. 2015 Mar 26;519(7544):482-5.	25799998	N6-methyladenosine marks primary microRNAs for processing
SBDH203	Homo sapiens	HITS-CLIP	METTL3	HeLa	DMEM-based media, rep 2	GEO	GSE60212	GSM1467739	hg19	Alarcón CR, et al. Nature. 2015	Alarcón CR, Lee H, Goodarzi H, Halberg N, Tavazoie SF. N6-methyladenosine marks primary microRNAs for processing. Nature. 2015 Mar 26;519(7544):482-5.	25799998	N6-methyladenosine marks primary microRNAs for processing
SBDH204	Homo sapiens	HITS-CLIP	METTL3	HeLa	DMEM-based media, rep 3	GEO	GSE60212	GSM1467740	hg19	Alarcón CR, et al. Nature. 2015	Alarcón CR, Lee H, Goodarzi H, Halberg N, Tavazoie SF. N6-methyladenosine marks primary microRNAs for processing. Nature. 2015 Mar 26;519(7544):482-5.	25799998	N6-methyladenosine marks primary microRNAs for processing
SBDH206	Homo sapiens	HITS-CLIP	MSI2	HSCs	K562, FLAG-tagged	GEO	GSE62115	GSE62115	hg19	Park SM, et al. J Exp Med 2014	Park SM, Deering RP, Lu Y, Tivnan P et al. Musashi-2 controls cell fate, lineage bias, and TGF-β signaling in HSCs. J Exp Med 2014 Jan 13;211(1):71-87. 	24395885	Musashi-2 controls cell fate, lineage bias, and TGF-β signaling in HSCs
SBDH207	Homo sapiens	PAR-CLIP	YTHDF1	HeLa	flag-tagged, partial digested by RNase T1, rep1	GEO	GSE63591	GSM1553242	hg19	Wang X, et al. Cell. 2015	Wang X, Zhao BS, Roundtree IA, Lu Z, Han D, Ma H, Weng X, Chen K, Shi H, He C. N(6)-methyladenosine Modulates Messenger RNA Translation Efficiency. Cell. 2015 Jun 4;161(6):1388-99.	26046440	N(6)-methyladenosine Modulates Messenger RNA Translation Efficiency
SBDH208	Homo sapiens	PAR-CLIP	YTHDF1	HeLa	flag-tagged, partial digested by RNase T1, rep2	GEO	GSE63591	GSM1553243	hg19	Wang X, et al. Cell. 2015	Wang X, Zhao BS, Roundtree IA, Lu Z, Han D, Ma H, Weng X, Chen K, Shi H, He C. N(6)-methyladenosine Modulates Messenger RNA Translation Efficiency. Cell. 2015 Jun 4;161(6):1388-99.	26046440	N(6)-methyladenosine Modulates Messenger RNA Translation Efficiency
SBDH209	Homo sapiens	iCLIP	ADAR	H9	Flag-ADAR1	GEO	GSE63709	GSE63709	hg19	Chen T, et al. Cell Res. 2015	Chen T, Xiang JF, Zhu S, Chen S, Yin QF, Zhang XO, Zhang J, Feng H, Dong R, Li XJ, Yang L, Chen LL. ADAR1 is required for differentiation and neural induction by regulating microRNA processing in a catalytically independent manner. Cell Res. 2015 Feb 24.	25708366	ADAR1 is required for differentiation and neural induction by regulating microRNA processing in a catalytically independent manner
SBDH210	Homo sapiens	iCLIP	ADAR	H9	Flag-E912A, catalytically inactive ADAR1 mutant	GEO	GSE63709	GSE63709	hg19	Chen T, et al. Cell Res. 2015	Chen T, Xiang JF, Zhu S, Chen S, Yin QF, Zhang XO, Zhang J, Feng H, Dong R, Li XJ, Yang L, Chen LL. ADAR1 is required for differentiation and neural induction by regulating microRNA processing in a catalytically independent manner. Cell Res. 2015 Feb 24.	25708366	ADAR1 is required for differentiation and neural induction by regulating microRNA processing in a catalytically independent manner
SBDH211	Homo sapiens	PAR-CLIP	EIF3A	HEK293T	100uM 4-thiouridine for 14h	GEO	GSE65004	GSE65004	hg19	Lee AS, et al. Nature 2015	Lee AS, Kranzusch PJ, Cate JH. eIF3 targets cell-proliferation messenger RNAs for translational activation or repression. Nature 2015 Jun 4;522(7554):111-4. 	25849773	eIF3 targets cell-proliferation messenger RNAs for translational activation or repression
SBDH212	Homo sapiens	PAR-CLIP	EIF3B	HEK293T	100uM 4-thiouridine for 14h	GEO	GSE65004	GSE65004	hg19	Lee AS, et al. Nature 2015	Lee AS, Kranzusch PJ, Cate JH. eIF3 targets cell-proliferation messenger RNAs for translational activation or repression. Nature 2015 Jun 4;522(7554):111-4. 	25849773	eIF3 targets cell-proliferation messenger RNAs for translational activation or repression
SBDH213	Homo sapiens	PAR-CLIP	EIF3D	HEK293T	100uM 4-thiouridine for 14h	GEO	GSE65004	GSE65004	hg19	Lee AS, et al. Nature 2015	Lee AS, Kranzusch PJ, Cate JH. eIF3 targets cell-proliferation messenger RNAs for translational activation or repression. Nature 2015 Jun 4;522(7554):111-4. 	25849773	eIF3 targets cell-proliferation messenger RNAs for translational activation or repression
SBDH214	Homo sapiens	PAR-CLIP	EIF3G	HEK293T	100uM 4-thiouridine for 14h	GEO	GSE65004	GSE65004	hg19	Lee AS, et al. Nature 2015	Lee AS, Kranzusch PJ, Cate JH. eIF3 targets cell-proliferation messenger RNAs for translational activation or repression. Nature 2015 Jun 4;522(7554):111-4. 	25849773	eIF3 targets cell-proliferation messenger RNAs for translational activation or repression
SBDH215	Homo sapiens	PAR-CLIP	AGO2	C666	nasopharyngeal carcinoma, 4-SU for 20 hours, ab57113	GEO	GSE67990	GSM1660656	hg19	Kang D, et al. PLoS Pathog. 2015	Kang D, Skalsky RL, Cullen BR. EBV BART MicroRNAs Target Multiple Pro-apoptotic Cellular Genes to Promote Epithelial Cell Survival. PLoS Pathog. 2015 Jun 12;11(6):e1004979.	26070070	EBV BART MicroRNAs Target Multiple Pro-apoptotic Cellular Genes to Promote Epithelial Cell Survival
SBDH216	Homo sapiens	iCLIP	MSI1	U251	glioblastoma cells, wild type (control), rep 1	GEO	GSE68800	GSM1681975	hg18	Uren PJ, et al. Mol Cell Biol 2015	Uren PJ, Vo DT, Rosa de Araujo P, Pötschke R et al. The RNA-binding protein Musashi1 is a central regulator of adhesion pathways in glioblastoma. Mol Cell Biol 2015 Jun 22	26100017	The RNA-binding protein Musashi1 is a central regulator of adhesion pathways in glioblastoma
SBDH217	Homo sapiens	iCLIP	MSI1	U251	glioblastoma cells, wild type (control), rep 2	GEO	GSE68800	GSM1681976	hg18	Uren PJ, et al. Mol Cell Biol 2015	Uren PJ, Vo DT, Rosa de Araujo P, Pötschke R et al. The RNA-binding protein Musashi1 is a central regulator of adhesion pathways in glioblastoma. Mol Cell Biol 2015 Jun 22	26100017	The RNA-binding protein Musashi1 is a central regulator of adhesion pathways in glioblastoma
SBDH218	Homo sapiens	iCLIP	MSI1	U251	glioblastoma cells, wild type (control), rep 3	GEO	GSE68800	GSM1681977	hg18	Uren PJ, et al. Mol Cell Biol 2015	Uren PJ, Vo DT, Rosa de Araujo P, Pötschke R et al. The RNA-binding protein Musashi1 is a central regulator of adhesion pathways in glioblastoma. Mol Cell Biol 2015 Jun 22	26100017	The RNA-binding protein Musashi1 is a central regulator of adhesion pathways in glioblastoma
SBDH219	Homo sapiens	PAR-CLIP	LARP4B	HEK293	100 μM 4SU, 0.5 μg/ml tetracycline for 5 h	GEO	GSE69169	GSM1694273	hg19	Küspert M, et al. RNA 2015	Küspert M, Murakawa Y, Schäffler K, Vanselow JT et al. LARP4B is an AU-rich sequence associated factor that promotes mRNA accumulation and translation. RNA 2015 May 22.	26001795	LARP4B is an AU-rich sequence associated factor that promotes mRNA accumulation and translation
SBDH220	Homo sapiens	eCLIP	TRA2A	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR314UMJ	ENCSR314UMJ	hg19	Gene Yeo, UCSD	-	-	-
SBDH221	Homo sapiens	eCLIP	TRA2A	HepG2	ENCODE, isogenic, rep2	ENCODE	ENCSR314UMJ	ENCSR314UMJ	hg19	Gene Yeo, UCSD	-	-	-
SBDH222	Homo sapiens	eCLIP	HNRNPUL1	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR571VHI	ENCSR571VHI	hg19	Gene Yeo, UCSD	-	-	-
SBDH223	Homo sapiens	eCLIP	HNRNPUL1	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR571VHI	ENCSR571VHI	hg19	Gene Yeo, UCSD	-	-	-
SBDH224	Homo sapiens	eCLIP	HNRNPU	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR520BZQ	ENCSR520BZQ	hg19	Gene Yeo, UCSD	-	-	-
SBDH225	Homo sapiens	eCLIP	HNRNPU	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR520BZQ	ENCSR520BZQ	hg19	Gene Yeo, UCSD	-	-	-
SBDH226	Homo sapiens	eCLIP	HNRNPA1	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR154HRN	ENCSR154HRN	hg19	Gene Yeo, UCSD	-	-	-
SBDH227	Homo sapiens	eCLIP	HNRNPA1	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR154HRN	ENCSR154HRN	hg19	Gene Yeo, UCSD	-	-	-
SBDH228	Homo sapiens	eCLIP	TIA1	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR623VEQ	ENCSR623VEQ	hg19	Gene Yeo, UCSD	-	-	-
SBDH229	Homo sapiens	eCLIP	TIA1	HepG2	ENCODE, isogenic, rep2	ENCODE	ENCSR623VEQ	ENCSR623VEQ	hg19	Gene Yeo, UCSD	-	-	-
SBDH230	Homo sapiens	eCLIP	U2AF1	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR328LLU	ENCSR328LLU	hg19	Gene Yeo, UCSD	-	-	-
SBDH231	Homo sapiens	eCLIP	U2AF1	HepG2	ENCODE, isogenic, rep2	ENCODE	ENCSR328LLU	ENCSR328LLU	hg19	Gene Yeo, UCSD	-	-	-
SBDH232	Homo sapiens	eCLIP	U2AF2	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR893RAV	ENCSR893RAV	hg19	Gene Yeo, UCSD	-	-	-
SBDH233	Homo sapiens	eCLIP	U2AF2	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR893RAV	ENCSR893RAV	hg19	Gene Yeo, UCSD	-	-	-
SBDH234	Homo sapiens	eCLIP	HNRNPUL1	HepG2	ENCODE, isogenic, rep2	ENCODE	ENCSR755TJC	ENCSR755TJC	hg19	Gene Yeo, UCSD	-	-	-
SBDH235	Homo sapiens	eCLIP	HNRNPUL1	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR755TJC	ENCSR755TJC	hg19	Gene Yeo, UCSD	-	-	-
SBDH236	Homo sapiens	eCLIP	HNRNPC	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR550DVK	ENCSR550DVK	hg19	Gene Yeo, UCSD	-	-	-
SBDH237	Homo sapiens	eCLIP	HNRNPC	HepG2	ENCODE, isogenic, rep2	ENCODE	ENCSR550DVK	ENCSR550DVK	hg19	Gene Yeo, UCSD	-	-	-
SBDH238	Homo sapiens	eCLIP	CSTF2T	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR919HSE	ENCSR919HSE	hg19	Gene Yeo, UCSD	-	-	-
SBDH239	Homo sapiens	eCLIP	CSTF2T	HepG2	ENCODE, isogenic, rep2	ENCODE	ENCSR919HSE	ENCSR919HSE	hg19	Gene Yeo, UCSD	-	-	-
SBDH240	Homo sapiens	eCLIP	IGF2BP1	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR744GEU	ENCSR744GEU	hg19	Gene Yeo, UCSD	-	-	-
SBDH241	Homo sapiens	eCLIP	IGF2BP1	HepG2	ENCODE, isogenic, rep2	ENCODE	ENCSR744GEU	ENCSR744GEU	hg19	Gene Yeo, UCSD	-	-	-
SBDH242	Homo sapiens	eCLIP	TRA2A	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR365NVO	ENCSR365NVO	hg19	Gene Yeo, UCSD	-	-	-
SBDH243	Homo sapiens	eCLIP	TRA2A	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR365NVO	ENCSR365NVO	hg19	Gene Yeo, UCSD	-	-	-
SBDH244	Homo sapiens	eCLIP	HNRNPA1	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR769UEW	ENCSR769UEW	hg19	Gene Yeo, UCSD	-	-	-
SBDH245	Homo sapiens	eCLIP	HNRNPA1	HepG2	ENCODE, isogenic, rep2	ENCODE	ENCSR769UEW	ENCSR769UEW	hg19	Gene Yeo, UCSD	-	-	-
SBDH246	Homo sapiens	eCLIP	U2AF2	HepG2	ENCODE, isogenic, rep2	ENCODE	ENCSR202BFN	ENCSR202BFN	hg19	Gene Yeo, UCSD	-	-	-
SBDH247	Homo sapiens	eCLIP	U2AF2	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR202BFN	ENCSR202BFN	hg19	Gene Yeo, UCSD	-	-	-
SBDH248	Homo sapiens	eCLIP	AUH	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR541QHS	ENCSR541QHS	hg19	Gene Yeo, UCSD	-	-	-
SBDH249	Homo sapiens	eCLIP	AUH	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR541QHS	ENCSR541QHS	hg19	Gene Yeo, UCSD	-	-	-
SBDH250	Homo sapiens	eCLIP	FAM120A	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR006OEQ	ENCSR006OEQ	hg19	Gene Yeo, UCSD	-	-	-
SBDH251	Homo sapiens	eCLIP	FAM120A	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR006OEQ	ENCSR006OEQ	hg19	Gene Yeo, UCSD	-	-	-
SBDH252	Homo sapiens	eCLIP	IGF2BP3	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR993OLA	ENCSR993OLA	hg19	Gene Yeo, UCSD	-	-	-
SBDH253	Homo sapiens	eCLIP	IGF2BP3	HepG2	ENCODE, isogenic, rep2	ENCODE	ENCSR993OLA	ENCSR993OLA	hg19	Gene Yeo, UCSD	-	-	-
SBDH254	Homo sapiens	eCLIP	EIF4G2	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR307YIW	ENCSR307YIW	hg19	Gene Yeo, UCSD	-	-	-
SBDH255	Homo sapiens	eCLIP	EIF4G2	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR307YIW	ENCSR307YIW	hg19	Gene Yeo, UCSD	-	-	-
SBDH256	Homo sapiens	eCLIP	SAFB2	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR943MHU	ENCSR943MHU	hg19	Gene Yeo, UCSD	-	-	-
SBDH257	Homo sapiens	eCLIP	SAFB2	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR943MHU	ENCSR943MHU	hg19	Gene Yeo, UCSD	-	-	-
SBDH258	Homo sapiens	eCLIP	PTBP1	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR981WKN	ENCSR981WKN	hg19	Gene Yeo, UCSD	-	-	-
SBDH259	Homo sapiens	eCLIP	PTBP1	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR981WKN	ENCSR981WKN	hg19	Gene Yeo, UCSD	-	-	-
SBDH260	Homo sapiens	eCLIP	TAF15	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR841EQA	ENCSR841EQA	hg19	Gene Yeo, UCSD	-	-	-
SBDH261	Homo sapiens	eCLIP	TAF15	HepG2	ENCODE, isogenic, rep2	ENCODE	ENCSR841EQA	ENCSR841EQA	hg19	Gene Yeo, UCSD	-	-	-
SBDH262	Homo sapiens	eCLIP	U2AF1	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR862QCH	ENCSR862QCH	hg19	Gene Yeo, UCSD	-	-	-
SBDH263	Homo sapiens	eCLIP	U2AF1	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR862QCH	ENCSR862QCH	hg19	Gene Yeo, UCSD	-	-	-
SBDH264	Homo sapiens	eCLIP	GTF2F1	HepG2	ENCODE, isogenic, rep2	ENCODE	ENCSR265ZIS	ENCSR265ZIS	hg19	Gene Yeo, UCSD	-	-	-
SBDH265	Homo sapiens	eCLIP	GTF2F1	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR265ZIS	ENCSR265ZIS	hg19	Gene Yeo, UCSD	-	-	-
SBDH266	Homo sapiens	eCLIP	AUH	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR334QFR	ENCSR334QFR	hg19	Gene Yeo, UCSD	-	-	-
SBDH267	Homo sapiens	eCLIP	AUH	HepG2	ENCODE, isogenic, rep2	ENCODE	ENCSR334QFR	ENCSR334QFR	hg19	Gene Yeo, UCSD	-	-	-
SBDH268	Homo sapiens	eCLIP	SND1	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR128VXC	ENCSR128VXC	hg19	Gene Yeo, UCSD	-	-	-
SBDH269	Homo sapiens	eCLIP	SND1	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR128VXC	ENCSR128VXC	hg19	Gene Yeo, UCSD	-	-	-
SBDH270	Homo sapiens	eCLIP	TROVE2	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR539ZTS	ENCSR539ZTS	hg19	Gene Yeo, UCSD	-	-	-
SBDH271	Homo sapiens	eCLIP	TROVE2	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR539ZTS	ENCSR539ZTS	hg19	Gene Yeo, UCSD	-	-	-
